timestamp,temperature_2m_C,relative_humidity_2m_pct,timestamp_fixed
2026-03-07 18:00,8.9,88,3/7/2026 18:00:00
2026-03-07 19:00,8.5,90,3/7/2026 19:00:00
2026-03-07 20:00,8.2,92,3/7/2026 20:00:00
2026-03-07 21:00,8.2,93,3/7/2026 21:00:00
2026-03-07 22:00,8,95,3/7/2026 22:00:00
2026-03-07 23:00,7.6,97,3/7/2026 23:00:00
2026-03-08 0:00,8.1,100,3/8/2026 0:00:00
2026-03-08 1:00,7.8,100,3/8/2026 1:00:00
2026-03-08 2:00,7.7,100,3/8/2026 2:00:00
2026-03-08 3:00,7.5,99,3/8/2026 3:00:00
2026-03-08 4:00,7.3,100,3/8/2026 4:00:00
2026-03-08 5:00,7.2,100,3/8/2026 5:00:00
2026-03-08 6:00,7.2,99,3/8/2026 6:00:00
2026-03-08 7:00,7.2,99,3/8/2026 7:00:00
2026-03-08 8:00,7.2,100,3/8/2026 8:00:00
2026-03-08 9:00,7.6,97,3/8/2026 9:00:00
2026-03-08 10:00,8.3,94,3/8/2026 10:00:00
2026-03-08 11:00,9.2,90,3/8/2026 11:00:00
2026-03-08 12:00,9.4,87,3/8/2026 12:00:00
2026-03-08 13:00,10.2,84,3/8/2026 13:00:00
2026-03-08 14:00,11.2,80,3/8/2026 14:00:00
2026-03-08 15:00,12.1,76,3/8/2026 15:00:00
2026-03-08 16:00,12.6,73,3/8/2026 16:00:00
2026-03-08 17:00,12.4,75,3/8/2026 17:00:00
2026-03-08 18:00,10.5,84,3/8/2026 18:00:00
2026-03-08 19:00,8.8,92,3/8/2026 19:00:00
2026-03-08 20:00,7.8,97,3/8/2026 20:00:00
2026-03-08 21:00,7.7,97,3/8/2026 21:00:00
2026-03-08 22:00,7.7,97,3/8/2026 22:00:00
2026-03-08 23:00,7.8,96,3/8/2026 23:00:00
2026-03-09 0:00,8,97,3/9/2026 0:00:00
2026-03-09 1:00,7.8,96,3/9/2026 1:00:00
2026-03-09 2:00,7.5,97,3/9/2026 2:00:00
2026-03-09 3:00,7.1,99,3/9/2026 3:00:00
2026-03-09 4:00,7,100,3/9/2026 4:00:00
2026-03-09 5:00,7.1,99,3/9/2026 5:00:00
2026-03-09 6:00,6.7,99,3/9/2026 6:00:00
2026-03-09 7:00,6.9,100,3/9/2026 7:00:00
2026-03-09 8:00,7.4,99,3/9/2026 8:00:00
2026-03-09 9:00,8.1,97,3/9/2026 9:00:00
2026-03-09 10:00,9.2,93,3/9/2026 10:00:00
2026-03-09 11:00,10.6,89,3/9/2026 11:00:00
2026-03-09 12:00,11.7,82,3/9/2026 12:00:00
2026-03-09 13:00,13.2,76,3/9/2026 13:00:00
2026-03-09 14:00,14.1,74,3/9/2026 14:00:00
2026-03-09 15:00,13.9,76,3/9/2026 15:00:00
2026-03-09 16:00,14,76,3/9/2026 16:00:00
2026-03-09 17:00,13.6,74,3/9/2026 17:00:00
2026-03-09 18:00,11,99,3/9/2026 18:00:00
2026-03-09 19:00,10.5,99,3/9/2026 19:00:00
2026-03-09 20:00,10,97,3/9/2026 20:00:00
2026-03-09 21:00,9.6,98,3/9/2026 21:00:00
2026-03-09 22:00,9.4,98,3/9/2026 22:00:00
2026-03-09 23:00,9.4,97,3/9/2026 23:00:00
2026-03-10 0:00,9.1,95,3/10/2026 0:00:00
2026-03-10 1:00,9.1,96,3/10/2026 1:00:00
2026-03-10 2:00,9.1,96,3/10/2026 2:00:00
2026-03-10 3:00,9.1,95,3/10/2026 3:00:00
2026-03-10 4:00,9.1,95,3/10/2026 4:00:00
2026-03-10 5:00,9.1,94,3/10/2026 5:00:00
2026-03-10 6:00,9.1,94,3/10/2026 6:00:00
2026-03-10 7:00,9.1,94,3/10/2026 7:00:00
2026-03-10 8:00,9.2,91,3/10/2026 8:00:00
2026-03-10 9:00,9.7,87,3/10/2026 9:00:00
2026-03-10 10:00,10.4,80,3/10/2026 10:00:00
2026-03-10 11:00,11.1,75,3/10/2026 11:00:00
2026-03-10 12:00,11.1,73,3/10/2026 12:00:00
2026-03-10 13:00,11.9,66,3/10/2026 13:00:00
2026-03-10 14:00,12.2,62,3/10/2026 14:00:00
2026-03-10 15:00,12.2,61,3/10/2026 15:00:00
2026-03-10 16:00,11.4,64,3/10/2026 16:00:00
2026-03-10 17:00,10.8,70,3/10/2026 17:00:00
2026-03-10 18:00,10.1,76,3/10/2026 18:00:00
2026-03-10 19:00,9.6,79,3/10/2026 19:00:00
2026-03-10 20:00,9.4,81,3/10/2026 20:00:00
2026-03-10 21:00,9.6,82,3/10/2026 21:00:00
2026-03-10 22:00,10.1,82,3/10/2026 22:00:00
2026-03-10 23:00,10.2,82,3/10/2026 23:00:00
2026-03-11 0:00,10.4,84,3/11/2026 0:00:00
2026-03-11 1:00,10.1,86,3/11/2026 1:00:00
2026-03-11 2:00,10.1,87,3/11/2026 2:00:00
2026-03-11 3:00,10.1,89,3/11/2026 3:00:00
2026-03-11 4:00,10,93,3/11/2026 4:00:00
2026-03-11 5:00,10.4,93,3/11/2026 5:00:00
2026-03-11 6:00,10.1,89,3/11/2026 6:00:00
2026-03-11 7:00,8.9,83,3/11/2026 7:00:00
2026-03-11 8:00,9.1,78,3/11/2026 8:00:00
2026-03-11 9:00,9.8,75,3/11/2026 9:00:00
2026-03-11 10:00,10.7,66,3/11/2026 10:00:00
2026-03-11 11:00,11.3,63,3/11/2026 11:00:00
2026-03-11 12:00,11.4,56,3/11/2026 12:00:00
2026-03-11 13:00,11.9,52,3/11/2026 13:00:00
2026-03-11 14:00,12.1,51,3/11/2026 14:00:00
2026-03-11 15:00,12,51,3/11/2026 15:00:00
2026-03-11 16:00,11.8,51,3/11/2026 16:00:00
2026-03-11 17:00,11.1,56,3/11/2026 17:00:00
2026-03-11 18:00,10.1,62,3/11/2026 18:00:00
2026-03-11 19:00,9.2,66,3/11/2026 19:00:00
2026-03-11 20:00,8.2,70,3/11/2026 20:00:00
2026-03-11 21:00,7.6,70,3/11/2026 21:00:00
2026-03-11 22:00,7.3,74,3/11/2026 22:00:00
2026-03-11 23:00,7,78,3/11/2026 23:00:00
2026-03-12 0:00,6.5,79,3/12/2026 0:00:00
2026-03-12 1:00,6.4,80,3/12/2026 1:00:00
2026-03-12 2:00,6.4,81,3/12/2026 2:00:00
2026-03-12 3:00,6.7,83,3/12/2026 3:00:00
2026-03-12 4:00,7.1,83,3/12/2026 4:00:00
2026-03-12 5:00,7.4,82,3/12/2026 5:00:00
2026-03-12 6:00,8.1,80,3/12/2026 6:00:00
2026-03-12 7:00,8.6,76,3/12/2026 7:00:00
2026-03-12 8:00,9.4,76,3/12/2026 8:00:00
2026-03-12 9:00,9.9,79,3/12/2026 9:00:00
2026-03-12 10:00,10.9,74,3/12/2026 10:00:00
2026-03-12 11:00,11.2,72,3/12/2026 11:00:00
2026-03-12 12:00,11.6,73,3/12/2026 12:00:00
2026-03-12 13:00,11.4,75,3/12/2026 13:00:00
2026-03-12 14:00,11.1,77,3/12/2026 14:00:00
2026-03-12 15:00,10.9,80,3/12/2026 15:00:00
2026-03-12 16:00,11.4,79,3/12/2026 16:00:00
2026-03-12 17:00,11.6,79,3/12/2026 17:00:00
2026-03-12 18:00,11.5,81,3/12/2026 18:00:00
2026-03-12 19:00,11.4,83,3/12/2026 19:00:00
2026-03-12 20:00,11.4,83,3/12/2026 20:00:00
